Item0;10.0;true;menu_item_images/restaurant2_Item0.jpg;Description0;0
Item1;11.0;true;menu_item_images/restaurant2_Item1.jpg;Description1;0
Item2;12.0;true;menu_item_images/restaurant2_Item2.jpg;Description2;0
Item3;13.0;true;menu_item_images/restaurant2_Item3.jpg;Description3;0
Item4;14.0;true;menu_item_images/restaurant2_Item4.jpg;Description4;0
Item5;15.0;true;menu_item_images/restaurant2_Item5.jpg;Description5;0
Item6;16.0;true;menu_item_images/restaurant2_Item6.jpg;Description6;0
Item7;17.0;true;menu_item_images/restaurant2_Item7.jpg;Description7;0
Item8;18.0;true;menu_item_images/restaurant2_Item8.jpg;Description8;0
Item9;19.0;true;menu_item_images/restaurant2_Item9.jpg;Description9;0
